"시군구코드","업종코드","년도","업소일련번호","업종명","허가신고일","업소명","소재지도로명","소재지지번","영업장면적(㎡)","소재지전화번호","영업자시작일","법인명","소재지시작일","행정동명","폐업일자","폐업구분","폐업사유","업태명","지상_부터","지상_까지","지하_부터","지하_까지","총층수","교육수료일자","모범음식점여부","급수시설","업소위치","종업원남","종업원여","급식소종류","평균급식인원수","최대급식인원수","1일급식인원수","일인당평균급식비","운영형태","영업장조리장면적(㎡)","영업장객실면적(㎡)","영업장무도장면적(㎡)","영업장기타면적(㎡)","업소내화장실면적(㎡)","타업소공동화장실면적(㎡)","영업장탈의실면적(㎡)","영업장객석면적(㎡)","작업장면적(㎡)","검사실면적(㎡)","진열(판매)대면적(㎡)","창고(보관소)면적(㎡)","허가(신고)번호","참고사항","조건부허가시작일","조건부허가종료일","조건부허가신고사유","신고조건","내외국인구분","국적"
"3010000","102","2001","13660","유흥주점영업","20010507","텐프로","서울특별시 중구 퇴계로 398 (무학동 지하1층)","서울특별시 중구 무학동  11번지 2호  지하1층","","  0222380054  ","20180501","","20010529","신당동","","","","룸살롱","","","1","1","","","비대상","","지하","","","","","","","","","10.08","47.36","","21.97","2.89","","","","","","","","3010000-102-2001-13660","","","","","","내국인","대한민국"
"3010000","102","2001","13660","유흥주점영업","20010507","히든","서울특별시 중구 퇴계로 398 (무학동 지하1층)","서울특별시 중구 무학동  11번지 2호  지하1층","","  0222380054  ","20180501","","20010529","신당동","","","","룸살롱","","","1","1","","","비대상","","지하","","","","","","","","","10.08","47.36","","21.97","2.89","","","","","","","","3010000-102-2001-13660","","","","","","내국인","대한민국"
"3010000","102","2001","13660","유흥주점영업","20010507","애플 노래 팡팡","서울특별시 중구 퇴계로 398 (무학동 지하1층)","서울특별시 중구 무학동  11번지 2호  지하1층","","  0222380054  ","20170601","","20010529","신당동","","","","룸살롱","","","1","1","","","비대상","","지하","","","","","","","","","10.08","47.36","","21.97","2.89","","","","","","","","3010000-102-2001-13660","","","","","","내국인","대한민국"
"3010000","102","2001","13660","유흥주점영업","20010507","텐프로","서울특별시 중구 퇴계로 398 (무학동 지하1층)","서울특별시 중구 무학동  11번지 2호  지하1층","","  0222380054  ","20170601","","20010529","신당동","","","","룸살롱","","","1","1","","","비대상","","지하","","","","","","","","","10.08","47.36","","21.97","2.89","","","","","","","","3010000-102-2001-13660","","","","","","내국인","대한민국"
"3010000","102","2001","13660","유흥주점영업","20010507","히든","서울특별시 중구 퇴계로 398 (무학동 지하1층)","서울특별시 중구 무학동  11번지 2호  지하1층","","  0222380054  ","20170601","","20010529","신당동","","","","룸살롱","","","1","1","","","비대상","","지하","","","","","","","","","10.08","47.36","","21.97","2.89","","","","","","","","3010000-102-2001-13660","","","","","","내국인","대한민국"
"3010000","102","1978","02546","유흥주점영업","19780126","뉴만궁","서울특별시 중구 세종대로22길 12 2층 (태평로1가)","서울특별시 중구 태평로1가  29번지 2호  ","65.04","  02 7397733  ","20200326","","19971210","명동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","1.68","19.50","0.00","0.00","0.00","11.52","3.00","40.86","","","","","3010000-102-1978-02546","","","","","","내국인","대한민국"
"3010000","102","1978","02546","유흥주점영업","19780126","뉴만궁","서울특별시 중구 세종대로22길 12 2층 (태평로1가)","서울특별시 중구 태평로1가  29번지 2호  ","65.04","  02 7397733  ","20150819","","19971210","명동","","","","룸살롱","","","","","","","비대상","","","","","","","","","","","1.68","19.50","0.00","0.00","0.00","11.52","3.00","40.86","","","","","3010000-102-1978-02546","","","","","","내국인","대한민국"
"3010000","102","1978","02547","유흥주점영업","19780126","미라지","서울특별시 중구 세종대로22길 12 2층 (태평로1가)","서울특별시 중구 태평로1가  29번지 2호  ","361.70","  02 7397733  ","20200326","","19940629","명동","","","","룸살롱","","","","","","","비대상","상수도전용","","0","0","","","","","","","14.10","210.01","0.00","110.34","10.04","0.00","17.21","0.00","","","","","3010000-102-1978-02547","","","","","","내국인","대한민국"
"3010000","102","1978","02547","유흥주점영업","19780126","미라지","서울특별시 중구 세종대로22길 12 2층 (태평로1가)","서울특별시 중구 태평로1가  29번지 2호  ","361.70","  02 7397733  ","20150903","","19940629","명동","","","","룸살롱","","","","","","","비대상","상수도전용","","0","0","","","","","","","14.10","210.01","0.00","110.34","10.04","0.00","17.21","0.00","","","","","3010000-102-1978-02547","","","","","","내국인","대한민국"
"3010000","102","1986","02586","유흥주점영업","19861113","마제","서울특별시 중구 세종대로22길 12 (태평로1가외1(지하1층))","서울특별시 중구 태평로1가  25번지 3호  외1(지하1층)","74.36","  02 7397733  ","20160112","","20111214","명동","","","","간이주점","","","1","1","15","","비대상","상수도전용","지상","","","","","","","","","2.60","32.66","0.00","36.94","2.16","0.00","0.00","0.00","","","","","3010000-102-1986-02586","","","","","","내국인","대한민국"
"3010000","102","1986","02586","유흥주점영업","19861113","히스 BAR","서울특별시 중구 세종대로22길 12 (태평로1가외1(지하1층))","서울특별시 중구 태평로1가  25번지 3호  외1(지하1층)","74.36","  02 7397733  ","20160112","","20111214","명동","","","","간이주점","","","1","1","15","","비대상","상수도전용","지상","","","","","","","","","2.60","32.66","0.00","36.94","2.16","0.00","0.00","0.00","","","","","3010000-102-1986-02586","","","","","","내국인","대한민국"
"3010000","102","2000","12940","유흥주점영업","20000703","체스","서울특별시 중구 무교로 17-25 (태평로1가)","서울특별시 중구 태평로1가  31번지 19호  ","91.26","  02 7351224  ","20171103","","20010215","명동","","","","룸살롱","3","3","0","0","0","","비대상","","지상","0","0","","","","","","","6.48","61.00","0.00","19.05","0.00","3.23","4.73","0.00","","","","","3010000-102-2000-12940","","","","","","내국인","대한민국"
"3010000","102","1975","02585","유흥주점영업","19750604","황실","서울특별시 중구 퇴계로4길 2 (남창동)","서울특별시 중구 남창동  205번지 104호  ","55.04","  0207748379  ","20130304","","19980401","회현동","20190308","자진폐업","","룸살롱","0","0","1","1","0","","비대상","상수도전용","지하","3","0","","","","","","","6.00","33.40","0.00","13.40","2.24","0.00","0.00","0.00","","","","","3010000-102-1975-02585","","","","","","내국인","대한민국"
"3010000","102","2000","12561","유흥주점영업","20000210","오페라노래팡주점","서울특별시 중구 퇴계로 38 (남창동지하1층)","서울특별시 중구 남창동  169번지 4호  지하1층","110.13","  02 7791132  ","20070523","","20000210","회현동","","","","룸살롱","0","0","1","1","5","20070615","비대상","상수도전용","지하","0","0","","","","","","","11.60","54.56","0.00","17.74","3.00","0.00","0.00","23.23","","","","","3010000-102-2000-12561","","","","","","내국인","대한민국"
"3010000","102","1985","02456","유흥주점영업","19850826","잠수함","서울특별시 중구 퇴계로14길 1 지하1층 (회현동3가)","서울특별시 중구 회현동3가  10번지  ","181.20","  02 2338855  ","20120717","","19981013","명동","20141219","자진폐업","영업부진","카바레","","","","","","","비대상","","","","","","","","","","","12.30","125.00","0.00","43.90","0.00","1.00","0.00","0.00","","","","","3010000-102-1985-02456","","","","","","내국인","대한민국"
"3010000","102","2010","00002","유흥주점영업","20100428","헤븐","서울특별시 중구 퇴계로14길 1 (회현동3가(지상1층))","서울특별시 중구 회현동3가  10번지  (지상1층)","","010*******","20120712","","20100428","명동","20141219","자진폐업","사업부진","기타","1","1","","","7","","비대상","","지상","","","","","","","","","","","","378.16","","","","","","","","","3010000-102-2010-00002","","","","","","내국인","대한민국"
"3010000","102","1999","02532","유흥주점영업","19771025","템테이션","서울특별시 중구 을지로5길 26 미래에셋 CENTER 1 1층 (수하동)","서울특별시 중구 수하동  67번지  미래에셋 CENTER 1","77.04","  02 7759827  ","20030604","","19990130","명동","20051101","자진폐업","제22조","룸살롱","","","","","","20030919","비대상","상수도전용","","0","0","","","","","","","4.14","55.64","0.00","0.00","1.48","0.00","0.00","15.78","","","","","3010000-102-1999-02532","","","","","","내국인",""
"3010000","102","2002","00050","유흥주점영업","20021101","황제노래","서울특별시 중구 남대문시장길 73-3 (회현동1가(지하1층))","서울특별시 중구 회현동1가  202번지 5호  (지하1층)","","  02 7787110  ","20170919","","20021101","회현동","","","","룸살롱","0","0","1","1","9","","비대상","상수도전용","지하","0","0","","","","","","","5.70","52.12","","27.90","2.10","","4.56","","","","","","3010000-102-2002-00050","","","","","","내국인","대한민국"
"3010000","102","2006","00011","유흥주점영업","20061109","파레스","서울특별시 중구 퇴계로8길 13 (회현동1가(지하1층))","서울특별시 중구 회현동1가  92번지 6호  (지하1층)","","  02 7770727  ","20061109","","20061109","회현동","","","","기타","1","1","0","0","9","20061222","비대상","","지하","0","0","","","","","","","12.74","59.28","","18.69","5.00","","","","","","","","3010000-102-2006-00011","","","","","","내국인",""
"3010000","102","1999","12226","유흥주점영업","19990918","팡팡노래뱅크","서울특별시 중구 명동2길 57 (충무로1가)","서울특별시 중구 충무로1가  24번지 28호  ","125.83","  02 7772530  ","20131119","","20010601","명동","20150113","자진폐업","영업부진","룸살롱","","","","","","","비대상","","지하","","","","","","","","","13.59","75.34","0.00","34.07","2.83","0.00","0.00","0.00","","","","","3010000-102-1999-12226","","","","","","내국인","대한민국"
"3010000","102","1975","02553","유흥주점영업","19750626","티파니","서울특별시 중구 삼일대로 299 지하1층 (충무로2가)","서울특별시 중구 충무로2가  60번지 3호  지하1층","185.24","  02 7761238  ","20180509","","20010607","명동","","","","비어(바)살롱","","","","","","","비대상","","지하","","","","","","","","","16.32","0.00","0.00","36.96","13.64","0.00","0.00","118.32","","","","","3010000-102-1975-02553","","","","","","내국인","대한민국"
"3010000","102","1975","02553","유흥주점영업","19750626","세븐","서울특별시 중구 삼일대로 299 지하1층 (충무로2가)","서울특별시 중구 충무로2가  60번지 3호  지하1층","185.24","  02 7761238  ","20180509","","20010607","명동","","","","비어(바)살롱","","","","","","","비대상","","지하","","","","","","","","","16.32","0.00","0.00","36.96","13.64","0.00","0.00","118.32","","","","","3010000-102-1975-02553","","","","","","내국인","대한민국"
"3010000","102","1975","02553","유흥주점영업","19750626","티파니","서울특별시 중구 삼일대로 299 지하1층 (충무로2가)","서울특별시 중구 충무로2가  60번지 3호  지하1층","185.24","  02 7761238  ","20170921","","20010607","명동","","","","비어(바)살롱","","","","","","","비대상","","지하","","","","","","","","","16.32","0.00","0.00","36.96","13.64","0.00","0.00","118.32","","","","","3010000-102-1975-02553","","","","","","내국인","대한민국"
"3010000","102","1975","02553","유흥주점영업","19750626","세븐","서울특별시 중구 삼일대로 299 지하1층 (충무로2가)","서울특별시 중구 충무로2가  60번지 3호  지하1층","185.24","  02 7761238  ","20170921","","20010607","명동","","","","비어(바)살롱","","","","","","","비대상","","지하","","","","","","","","","16.32","0.00","0.00","36.96","13.64","0.00","0.00","118.32","","","","","3010000-102-1975-02553","","","","","","내국인","대한민국"
"3010000","102","1975","02569","유흥주점영업","19750831","동경비지니스","서울특별시 중구 삼일대로4길 17 (충무로2가)","서울특별시 중구 충무로2가  50번지 3호  1~2층","","  0200000000  ","20100426","","19980326","명동","","","","비어(바)살롱","1","2","0","0","0","20100723","비대상","상수도전용","지상","7","8","","","","","","","","","","83.67","","","","","","","","","3010000-102-1975-02569","","","","","","내국인","대한민국"
"3010000","102","1986","02648","유흥주점영업","19861211","골드","서울특별시 중구 삼일대로 299 (충무로2가 지하1층)","서울특별시 중구 충무로2가  60번지 3호  지하1층","99.00","02  32983413  ","20170825","","19990407","명동","","","","기타","","","1","1","","","비대상","","지하","","","","","","","","","0.00","0.00","0.00","99.00","0.00","0.00","0.00","0.00","","","","","3010000-102-1986-02648","","","","","","내국인","대한민국"
"3010000","102","1999","11796","유흥주점영업","19990318","타워","서울특별시 중구 삼일대로 299 지하1층 (충무로2가)","서울특별시 중구 충무로2가  60번지 3호  신관지하1층","141.35","","20170518","","19990318","명동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","7.20","63.35","0.00","9.10","5.76","0.00","0.00","55.94","","","","","3010000-102-1999-11796","","","","","","내국인","대한민국"
"3010000","102","1999","11796","유흥주점영업","19990318","타워","서울특별시 중구 삼일대로 299 지하1층 (충무로2가)","서울특별시 중구 충무로2가  60번지 3호  신관지하1층","296.00","","20170518","","19990318","명동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","7.20","78.80","0.00","14.00","5.76","","0.00","190.24","","","","","3010000-102-1999-11796","","","","","","내국인","대한민국"
"3010000","102","2001","13565","유흥주점영업","20010312","보스","서울특별시 중구 삼일대로4길 14 (충무로2가)","서울특별시 중구 충무로2가  51번지 1호  ","","  0222661844  ","20141201","","20010905","명동","","","","비어(바)살롱","","","","","","","비대상","","지하","","","","","","","","","10.40","","","15.05","7.60","","4.42","59.38","","","","","3010000-102-2001-13565","","","","","","내국인","대한민국"
"3010000","102","2002","00029","유흥주점영업","20020704","하버드","서울특별시 중구 명동9길 17-3 (명동1가(2층))","서울특별시 중구 명동1가  43번지  (2층)","59.90","  027539972   ","20120831","","20020704","명동","20140428","자진폐업","영업장매매","룸살롱","2","2","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","1.20","46.80","0.00","0.00","3.50","0.00","0.00","8.40","0.00","0.00","","","3010000-102-2002-00029","","","","","","내국인","대한민국"
"3010000","102","2008","00005","유흥주점영업","20080411","샤넬","서울특별시 중구 명동7길 18 (명동1가지상3층)","서울특별시 중구 명동1가  45번지 1호  지상3층","51.20","02   7773134  ","20151001","","20080411","명동","","","","룸살롱","3","3","","","5","","비대상","상수도전용","지상","","","","","","","","","2.00","29.12","1.80","4.20","3.60","0.00","0.00","10.48","","","","","3010000-102-2008-00005","","","","","","내국인","대한민국"
"3010000","102","2018","00001","유흥주점영업","20181204","샤넬","서울특별시 중구 명동7길 18 3층 (명동1가)","서울특별시 중구 명동1가  45번지 1호  ","","","20181204","","20181204","명동","","","","룸살롱","3","3","","","5","","비대상","상수도(음용)지하수(주방용)겸용","지상2층이상","1","1","","","","","","","2.00","39.60","","6.00","3.60","","","0.00","","","","","3010000-102-2018-00001","","","","","","내국인","대한민국"
"3010000","102","1976","02619","유흥주점영업","19760809","젠쿠(BAR)","서울특별시 중구 퇴계로20길 2 (남산동2가)","서울특별시 중구 남산동2가  31번지 1호  ","","  02 7777811  ","20130228","","19940701","명동","","","","극장식당","1","1","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","13.91","","","","","","","96.64","","","","","3010000-102-1976-02619","","","","","","내국인","대한민국"
"3010000","102","1976","02656","유흥주점영업","19761230","퍼시픽호텔 무겐","서울특별시 중구 퇴계로20길 2 (남산동2가)","서울특별시 중구 남산동2가  31번지 1호  ","510.75","  0207520888  ","20110621","(주)퍼시픽호텔","19940125","명동","20140319","자진폐업","영업부진","카바레","0","0","1","2","0","20110720","비대상","상수도전용","지하","10","10","","","","","","","26.25","0.00","41.45","0.00","13.00","0.00","0.00","430.05","","","","","3010000-102-1976-02656","","","","","","내국인","대한민국"
"3010000","102","2001","13825","유흥주점영업","20010824","황제노래터유흥주점","서울특별시 중구 남대문로 16 (남대문로4가)","서울특별시 중구 남대문로4가  3번지 13호  ","92.50","  02 7759421  ","20141202","","20010824","회현동","","","","룸살롱","3","3","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","3.30","39.77","0.00","39.95","4.29","0.00","5.19","0.00","","","","","3010000-102-2001-13825","","","","","","내국인","대한민국"
"3010000","102","1999","11816","유흥주점영업","19990325","비너스","서울특별시 중구 세종대로 26 (남대문로5가지상2층)","서울특별시 중구 남대문로5가  19번지 4호  지상2층","91.76","  02 7522411  ","20130201","","19990325","회현동","","","","룸살롱","2","2","0","0","0","","비대상","","지상","0","0","","","","","","","2.97","61.19","0.00","0.00","4.83","0.00","0.00","22.77","","","","","3010000-102-1999-11816","","","","","","내국인","대한민국"
"3010000","102","2001","13669","유흥주점영업","20010522","랑데뷰","서울특별시 중구 세종대로 20 (남대문로5가)","서울특별시 중구 남대문로5가  12번지 38호  ","","  02 7553144  ","20130902","","20010706","회현동","20170126","자진폐업","재건축","룸살롱","2","2","0","0","5","","비대상","상수도전용","지상","0","0","","","","","","","9.60","89.40","","28.56","6.24","","","","","","","","3010000-102-2001-13669","","","","","","내국인","대한민국"
"3010000","102","2001","13826","유흥주점영업","20010821","술먹는 하마 노래바","서울특별시 중구 세종대로 7 (남대문로5가 1층)","서울특별시 중구 남대문로5가  63번지 20호  1층","","  02 7764463  ","20170720","","20010821","회현동","","","","룸살롱","","","","","","","비대상","","지상","","","","","","","","","6.24","34.92","","19.38","2.64","","2.88","","","","","","3010000-102-2001-13826","","","","","","내국인","대한민국"
"3010000","102","2001","13977","유흥주점영업","20011018","보물섬","서울특별시 중구 세종대로 12 (남대문로5가)","서울특별시 중구 남대문로5가  12번지 8호  ","","              ","20140610","","20011018","회현동","20151125","자진폐업","장소이전","룸살롱","3","3","1","1","","","비대상","상수도전용","지하","0","0","","","","","","","2.96","29.96","","","","3.75","","6.75","","","","","3010000-102-2001-13977","","","","","","내국인","대한민국"
"3010000","102","2002","00002","유흥주점영업","20020117","미인","서울특별시 중구 세종대로4길 5 (남대문로5가지하1층)","서울특별시 중구 남대문로5가  17번지 11호  지하1층","67.52","011*******","20121029","","20020117","회현동","20191217","자진폐업","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","6.60","25.16","0.00","7.50","1.98","0.00","0.00","26.28","0.00","0.00","","","3010000-102-2002-00002","","","","","","내국인","대한민국"
"3010000","102","2003","00012","유흥주점영업","20030613","S(에스)노래바","서울특별시 중구 세종대로 22 (남대문로5가(지하1층))","서울특별시 중구 남대문로5가  17번지 3호  (지하1층)","","  02 7531070  ","20160419","","20030613","회현동","","","","룸살롱","0","0","1","1","6","","비대상","상수도전용","지하","0","0","","","","","","","2.00","65.50","","21.00","3.50","","","","","","","","3010000-102-2003-00012","","","","","","내국인","대한민국"
"3010000","102","2005","00003","유흥주점영업","20050217","노래타운","서울특별시 중구 세종대로1길 6 (남대문로5가(지상2층))","서울특별시 중구 남대문로5가  6번지 10호  (지상2층)","71.98","  02 7796645  ","20100430","","20050217","회현동","","","","룸살롱","","","","","","","비대상","","지상2층이상","","","","","","","","","5.00","33.20","0.00","31.38","2.40","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2005-00003","","","","","","내국인","대한민국"
"3010000","102","2005","00016","유흥주점영업","20051125","희","서울특별시 중구 세종대로2가길 19 (남대문로5가(지상3층))","서울특별시 중구 남대문로5가  14번지 3호  (지상3층)","","","20051125","","20051125","회현동","","","","기타","3","3","0","0","3","20090408","비대상","상수도전용","지상","1","0","","","","","","","2.00","35.28","","17.00","4.00","","","","","","","","3010000-102-2005-00016","","","","","","내국인","대한민국"
"3010000","102","2007","00005","유흥주점영업","20070329","25시노래빵주점","서울특별시 중구 세종대로 10 (남대문로5가외 3필지(84-184-284-3))","서울특별시 중구 남대문로5가  84번지 4호  외 3필지(84-184-284-3)","","  02 7554559  ","20101015","","20070329","회현동","","","","기타","","","","","","20101119","비대상","","지하","","","","","","","","","15.00","55.80","","23.96","","5.00","","","","","","","3010000-102-2007-00005","","","","","","내국인","대한민국"
"3010000","102","2009","00001","유흥주점영업","20090403","필노래크럽","서울특별시 중구 세종대로2길 6 (남대문로5가지상2층)","서울특별시 중구 남대문로5가  84번지 20호  지상2층","","010*******","20090403","","20090403","회현동","","","","간이주점","","","","","","20090522","비대상","상수도전용","지상","","","","","","","","","2.00","28.14","","48.86","4.00","","","","","","","","3010000-102-2009-00001","","","","","","내국인","대한민국"
"3010000","102","2009","00002","유흥주점영업","20090703","슈비지니스","서울특별시 중구 세종대로2길 6 (남대문로5가지상1층)","서울특별시 중구 남대문로5가  84번지 20호  지상1층","","010*******","20090703","","20090703","회현동","20140217","자진폐업","개인사정","기타","1","1","","","3","20090821","비대상","상수도전용","지상","","","","","","","","","12.60","33.42","","30.98","6.00","","","","","","","","3010000-102-2009-00002","","","","","","내국인","대한민국"
"3010000","102","2010","00005","유흥주점영업","20100623","필노래밤","서울특별시 중구 세종대로2길 6 (남대문로5가(지상3층))","서울특별시 중구 남대문로5가  84번지 20호  (지상3층)","","011*******","20100623","","20100623","회현동","20190122","자진폐업","","기타","","","","","","20101022","비대상","","지상","","","","","","","","","3.60","35.19","","40.61","3.60","","","","","","","","3010000-102-2010-00005","","","","","","내국인","대한민국"
"3010000","102","2010","00008","유흥주점영업","20100816","25시주점","서울특별시 중구 세종대로 10-2 (남대문로5가2호3호(지상4층))","서울특별시 중구 남대문로5가  84번지 1호  2호3호(지상4층)","","010*******","20100816","","20100816","회현동","","","","기타","","","","","","20101022","비대상","","지상","","","","","","","","","2.00","56.00","","24.00","10.89","","","","","","","","3010000-102-2010-00008","","","","","","내국인","대한민국"
"3010000","102","2011","00003","유흥주점영업","20110504","쎄시봉","서울특별시 중구 세종대로 3-1 (남대문로5가지하1층)","서울특별시 중구 남대문로5가  63번지 9호  지하1층","90.00","  02741 5120  ","20171207","","20110504","회현동","","","","룸살롱","","","","","","","비대상","","지하","","","","","","","","","0.00","90.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","3010000-102-2011-00003","","","","","","내국인","대한민국"
"3010000","102","2016","00002","유흥주점영업","20160502","보물섬","서울특별시 중구 세종대로2가길 23 지하1층 (남대문로5가)","서울특별시 중구 남대문로5가  18번지 2호  지하1","","010*******","20160502","","20160502","회현동","","","","기타","","","1","1","","","비대상","","지하","","","","","","","","","11.90","18.59","","50.07","","","","","","","","","3010000-102-2016-00002","","","","","","내국인","대한민국"
"3010000","102","1974","02681","유흥주점영업","19740331","천지호텔나이트캬바레","서울특별시 중구 을지로38길 20 (을지로5가)","서울특별시 중구 을지로5가  133번지 1호  ","483.50","  02 2656131  ","20030208","","19970925","을지로동","","","","카바레","1","1","0","0","0","20030725","비대상","상수도전용","지상","0","0","","","","","","","39.16","0.00","0.00","21.82","0.00","16.00","21.82","400.70","","","","","3010000-102-1974-02681","","","","","","내국인","대한민국"
"3010000","102","1987","02498","유흥주점영업","19870116","소피아엔무겐","서울특별시 중구 을지로38길 20 (을지로5가)","서울특별시 중구 을지로5가  133번지 1호  ","447.74","  0222854500  ","20181010","","19971125","을지로동","","","","룸살롱","3","3","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","12.55","302.53","0.00","110.11","0.00","9.00","22.55","0.00","","","","","3010000-102-1987-02498","","","","","","내국인","대한민국"
"3010000","102","1987","02498","유흥주점영업","19870116","소피아","서울특별시 중구 을지로38길 20 (을지로5가)","서울특별시 중구 을지로5가  133번지 1호  ","447.74","  0222854500  ","20181010","","19971125","을지로동","","","","룸살롱","3","3","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","12.55","302.53","0.00","110.11","0.00","9.00","22.55","0.00","","","","","3010000-102-1987-02498","","","","","","내국인","대한민국"
"3010000","102","1987","02498","유흥주점영업","19870116","소피아엔무겐","서울특별시 중구 을지로38길 20 (을지로5가)","서울특별시 중구 을지로5가  133번지 1호  ","447.74","  0222854500  ","20121224","","19971125","을지로동","","","","룸살롱","3","3","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","12.55","302.53","0.00","110.11","0.00","9.00","22.55","0.00","","","","","3010000-102-1987-02498","","","","","","내국인","대한민국"
"3010000","102","1987","02498","유흥주점영업","19870116","소피아","서울특별시 중구 을지로38길 20 (을지로5가)","서울특별시 중구 을지로5가  133번지 1호  ","447.74","  0222854500  ","20121224","","19971125","을지로동","","","","룸살롱","3","3","0","0","0","","비대상","상수도전용","지상","0","0","","","","","","","12.55","302.53","0.00","110.11","0.00","9.00","22.55","0.00","","","","","3010000-102-1987-02498","","","","","","내국인","대한민국"
"3010000","102","2001","13984","유흥주점영업","20011122","황실노래터주점","서울특별시 중구 을지로 211 (을지로5가지하1층)","서울특별시 중구 을지로5가  20번지 2호  지하1층","85.69","    22667030  ","20200514","","20011122","을지로동","","","","룸살롱","0","0","1","1","0","","비대상","","지하","0","0","","","","","","","3.00","54.74","0.00","26.70","1.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2001-13984","","","","","","내국인","대한민국"
"3010000","102","2001","13984","유흥주점영업","20011122","비타민노래터","서울특별시 중구 을지로 211 (을지로5가지하1층)","서울특별시 중구 을지로5가  20번지 2호  지하1층","85.69","    22667030  ","20200514","","20011122","을지로동","","","","룸살롱","0","0","1","1","0","","비대상","","지하","0","0","","","","","","","3.00","54.74","0.00","26.70","1.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2001-13984","","","","","","내국인","대한민국"
"3010000","102","2001","13984","유흥주점영업","20011122","황실노래터주점","서울특별시 중구 을지로 211 (을지로5가지하1층)","서울특별시 중구 을지로5가  20번지 2호  지하1층","85.69","    22667030  ","20080317","","20011122","을지로동","","","","룸살롱","0","0","1","1","0","20090522","비대상","","지하","0","0","","","","","","","3.00","54.74","0.00","26.70","1.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2001-13984","","","","","","내국인","대한민국"
"3010000","102","2001","13984","유흥주점영업","20011122","비타민노래터","서울특별시 중구 을지로 211 (을지로5가지하1층)","서울특별시 중구 을지로5가  20번지 2호  지하1층","85.69","    22667030  ","20080317","","20011122","을지로동","","","","룸살롱","0","0","1","1","0","20090522","비대상","","지하","0","0","","","","","","","3.00","54.74","0.00","26.70","1.25","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2001-13984","","","","","","내국인","대한민국"
"3010000","102","2002","00018","유흥주점영업","20020507","그린","서울특별시 중구 을지로 207-5 (을지로5가지하1층)","서울특별시 중구 을지로5가  19번지 13호  지하1층","104.63","  0222630874  ","20080319","","20020507","을지로동","20161017","자진폐업","영업종료","룸살롱","0","0","1","1","6","20080925","비대상","상수도전용","지하","0","0","","","","","","","5.44","50.88","0.00","2.09","1.43","0.00","0.00","44.79","0.00","0.00","","","3010000-102-2002-00018","","","","","","내국인","대한민국"
"3010000","102","2003","00021","유흥주점영업","20031211","아리랑노래크럽","서울특별시 중구 동호로 359 (을지로5가(지하1층))","서울특별시 중구 을지로5가  273번지 4호  (지하1층)","96.20","","20080918","","20031211","을지로동","20130304","자진폐업","건물철거","기타","","","","","","20081031","비대상","","지하","","","","","","","","","10.20","64.88","0.00","19.12","2.00","0.00","0.00","0.00","0.00","0.00","","","3010000-102-2003-00021","","","","","","내국인","대한민국"
"3010000","102","2004","00004","유흥주점영업","20040429","도아술마시는노래터","서울특별시 중구 동호로 350 (을지로5가(지상1층))","서울특별시 중구 을지로5가  275번지 6호  (지상1층)","60.00","  02 3337386  ","20120725","","20040429","을지로동","20161017","자진폐업","영업종료","룸살롱","","","","","","","비대상","","지상","","","","","","","","","2.32","52.33","0.00","5.35","0.00","6.00","0.00","0.00","0.00","0.00","","","3010000-102-2004-00004","","","","","","내국인","대한민국"
"3010000","102","2007","00003","유흥주점영업","20070117","루이스","서울특별시 중구 을지로38길 20 (을지로5가 2층)","서울특별시 중구 을지로5가  133번지 1호  2층","","  0222854500  ","20170628","","20070117","을지로동","20181001","자진폐업","영업부진","기타","0","0","0","0","0","","비대상","상수도전용","지하","4","7","","","","","","","10.00","177.30","","","12.00","","","76.30","","","","","3010000-102-2007-00003","","","","","","내국인","대한민국"
"3010000","102","1985","02588","유흥주점영업","19850525","재희","서울특별시 중구 동호로 386 (방산동)","서울특별시 중구 방산동  70번지 4호  ","19.50","  0202758422  ","19940718","","19940718","을지로동","","","","스텐드바","0","0","1","1","0","20021231","비대상","상수도전용","지하","0","0","","","","","","","3.20","0.00","0.00","0.00","0.80","0.00","0.00","15.50","","","","","3010000-102-1985-02588","","","","","","내국인",""
